minute_of_day,sex,age_group,tier_code,tier_label,weighted_minutes,share
180,female,25-34,02,Household activities,144087555,0.001176
180,female,25-34,03,Caring for and helping household members,1001305285,0.008176
180,female,25-34,05,Work and work-related activities,790115227,0.006451
180,female,25-34,12,"Socializing, relaxing, and leisure",1223962188,0.009994
180,female,25-34,16,Telephone calls,146632260,0.001197
180,female,25-34,18,Traveling,38710171,0.000316
180,female,35-44,01,Personal care (incl. sleep),118061761758,0.967472
180,female,35-44,02,Household activities,39486880,0.000324
180,female,35-44,03,Caring for and helping household members,526462370,0.004314
180,female,35-44,05,Work and work-related activities,2223721120,0.018223
180,female,35-44,12,"Socializing, relaxing, and leisure",1112149782,0.009114
180,female,35-44,18,Traveling,67642298,0.000554
180,female,45-54,01,Personal care (incl. sleep),106937149114,0.964761
180,female,45-54,03,Caring for and helping household members,151315691,0.001365
180,female,45-54,05,Work and work-related activities,959785792,0.008659
180,female,45-54,12,"Socializing, relaxing, and leisure",2151887205,0.019414
180,female,45-54,50,Insufficient detail,642974172,0.005801
180,female,55-64,01,Personal care (incl. sleep),112193115617,0.970533
180,female,55-64,02,Household activities,990251790,0.008566
180,female,55-64,05,Work and work-related activities,922276133,0.007978
180,female,55-64,07,Consumer purchases,50709966,0.000439
180,female,55-64,11,Eating and drinking,350381437,0.003031
180,female,55-64,12,"Socializing, relaxing, and leisure",984246037,0.008514
180,female,55-64,14,Religious and spiritual activities,108458639,0.000938
180,female,65+,01,Personal care (incl. sleep),172868341759,0.968228
180,female,65+,02,Household activities,436533222,0.002445
180,female,65+,03,Caring for and helping household members,71360315,0.0004
180,female,65+,05,Work and work-related activities,411406939,0.002304
180,female,65+,11,Eating and drinking,432149395,0.00242
180,female,65+,12,"Socializing, relaxing, and leisure",3098300693,0.017353
180,female,65+,13,"Sports, exercise, and recreation",61762966,0.000346
180,female,65+,14,Religious and spiritual activities,816748198,0.004575
180,female,65+,18,Traveling,45244180,0.000253
180,female,65+,50,Insufficient detail,299135908,0.001675
195,male,15-24,01,Personal care (incl. sleep),114750304031,0.95461
195,male,15-24,05,Work and work-related activities,1011644921,0.008416
195,male,15-24,12,"Socializing, relaxing, and leisure",4281908180,0.035621
195,male,15-24,16,Telephone calls,162607951,0.001353
195,male,25-34,01,Personal care (incl. sleep),116755682064,0.961514
195,male,25-34,05,Work and work-related activities,1000107343,0.008236
195,male,25-34,08,Professional and personal care services,352057341,0.002899
195,male,25-34,11,Eating and drinking,591410382,0.00487
195,male,25-34,12,"Socializing, relaxing, and leisure",2505473931,0.020633
195,male,25-34,50,Insufficient detail,224227663,0.001847
195,male,35-44,01,Personal care (incl. sleep),116359966837,0.965479
195,male,35-44,02,Household activities,212516209,0.001763
195,male,35-44,05,Work and work-related activities,1465555969,0.01216
195,male,35-44,06,Education,236805382,0.001965
195,male,35-44,12,"Socializing, relaxing, and leisure",1273857498,0.01057
195,male,35-44,18,Traveling,928341975,0.007703
195,male,35-44,50,Insufficient detail,43405751,0.00036
195,male,45-54,01,Personal care (incl. sleep),102351580294,0.93957
195,male,45-54,02,Household activities,319910527,0.002937
195,male,45-54,05,Work and work-related activities,2196836832,0.020167
195,male,45-54,11,Eating and drinking,1365126715,0.012532
195,male,45-54,12,"Socializing, relaxing, and leisure",1505656752,0.013822
195,male,45-54,15,Volunteer activities,117362890,0.001077
195,male,45-54,16,Telephone calls,641557722,0.005889
195,male,45-54,18,Traveling,436460170,0.004007
195,male,55-64,01,Personal care (incl. sleep),104581587158,0.944803
195,male,55-64,02,Household activities,382560699,0.003456
195,male,55-64,05,Work and work-related activities,2348722529,0.021219
195,male,55-64,12,"Socializing, relaxing, and leisure",2408999479,0.021763
195,male,55-64,18,Traveling,720044427,0.006505
195,male,55-64,50,Insufficient detail,249543946,0.002254
195,male,65+,01,Personal care (incl. sleep),144648663717,0.967943
195,male,65+,02,Household activities,570180029,0.003815
195,male,65+,03,Caring for and helping household members,42444121,0.000284
195,male,65+,05,Work and work-related activities,44166205,0.000296
195,male,65+,11,Eating and drinking,386701776,0.002588
195,male,65+,12,"Socializing, relaxing, and leisure",2916735684,0.019518
195,male,65+,13,"Sports, exercise, and recreation",154178684,0.001032
195,male,65+,14,Religious and spiritual activities,185337109,0.00124
195,male,65+,50,Insufficient detail,490871005,0.003285
195,female,15-24,01,Personal care (incl. sleep),116376419513,0.989774
195,female,15-24,02,Household activities,375467518,0.003193
195,female,15-24,03,Caring for and helping household members,114649720,0.000975
195,female,15-24,06,Education,199517604,0.001697
195,female,15-24,12,"Socializing, relaxing, and leisure",48961252,0.000416
195,female,15-24,16,Telephone calls,463789959,0.003945
195,female,25-34,01,Personal care (incl. sleep),119545375184,0.976081
195,female,25-34,02,Household activities,167698928,0.001369
195,female,25-34,03,Caring for and helping household members,696954549,0.005691
195,female,25-34,05,Work and work-related activities,1038750020,0.008481
195,female,25-34,12,"Socializing, relaxing, and leisure",870500892,0.007108
195,female,25-34,16,Telephone calls,146632260,0.001197
195,female,25-34,18,Traveling,8955070,0.000073
195,female,35-44,01,Personal care (incl. sleep),118081226430,0.967631
195,female,35-44,02,Household activities,6816436,0.000056
195,female,35-44,03,Caring for and helping household members,444238037,0.00364
195,female,35-44,05,Work and work-related activities,2223721120,0.018223
195,female,35-44,12,"Socializing, relaxing, and leisure",1112149782,0.009114
195,female,35-44,18,Traveling,163072401,0.001336
195,female,45-54,01,Personal care (incl. sleep),107381090359,0.968766
195,female,45-54,03,Caring for and helping household members,70731163,0.000638
195,female,45-54,05,Work and work-related activities,959785792,0.008659
195,female,45-54,12,"Socializing, relaxing, and leisure",1730421892,0.015611
195,female,45-54,18,Traveling,58108597,0.000524
195,female,45-54,50,Insufficient detail,642974172,0.005801
195,female,55-64,01,Personal care (incl. sleep),112338609940,0.971792
195,female,55-64,02,Household activities,897694480,0.007766
195,female,55-64,05,Work and work-related activities,965630755,0.008353
195,female,55-64,07,Consumer purchases,58511499,0.000506
195,female,55-64,11,Eating and drinking,294940175,0.002551
195,female,55-64,12,"Socializing, relaxing, and leisure",935594132,0.008093
195,female,55-64,14,Religious and spiritual activities,108458639,0.000938
195,female,65+,01,Personal care (incl. sleep),173181982602,0.969984
195,female,65+,02,Household activities,380447892,0.002131
195,female,65+,03,Caring for and helping household members,71360315,0.0004
195,female,65+,05,Work and work-related activities,411406939,0.002304
195,female,65+,11,Eating and drinking,516232207,0.002891
195,female,65+,12,"Socializing, relaxing, and leisure",3059184407,0.017134
195,female,65+,14,Religious and spiritual activities,575989125,0.003226
195,female,65+,18,Traveling,45244180,0.000253
195,female,65+,50,Insufficient detail,299135908,0.001675
210,male,15-24,01,Personal care (incl. sleep),114497591396,0.952508
210,male,15-24,02,Household activities,578018102,0.004809
210,male,15-24,05,Work and work-related activities,1011644921,0.008416
210,male,15-24,12,"Socializing, relaxing, and leisure",3956602713,0.032915
210,male,15-24,16,Telephone calls,162607951,0.001353
210,male,25-34,01,Personal care (incl. sleep),117993509248,0.971708
210,male,25-34,02,Household activities,95508437,0.000787
210,male,25-34,03,Caring for and helping household members,65198736,0.000537
210,male,25-34,05,Work and work-related activities,1000107343,0.008236
210,male,25-34,08,Professional and personal care services,352057341,0.002899
210,male,25-34,12,"Socializing, relaxing, and leisure",1698349955,0.013986
210,male,25-34,50,Insufficient detail,224227663,0.001847
210,male,35-44,01,Personal care (incl. sleep),115776190573,0.960635
210,male,35-44,02,Household activities,80686787,0.000669
210,male,35-44,03,Caring for and helping household members,140171795,0.001163
210,male,35-44,04,Caring for and helping nonhousehold members,27037435,0.000224
210,male,35-44,05,Work and work-related activities,1595943012,0.013242
210,male,35-44,06,Education,78935127,0.000655
210,male,35-44,12,"Socializing, relaxing, and leisure",1448051788,0.012015
210,male,35-44,18,Traveling,1258640857,0.010443
210,male,35-44,50,Insufficient detail,114792249,0.000952
210,male,45-54,01,Personal care (incl. sleep),103170598717,0.947088
210,male,45-54,02,Household activities,171923818,0.001578
210,male,45-54,05,Work and work-related activities,2330691394,0.021395
210,male,45-54,11,Eating and drinking,699273024,0.006419
210,male,45-54,12,"Socializing, relaxing, and leisure",788010271,0.007234
210,male,45-54,13,"Sports, exercise, and recreation",163977656,0.001505
210,male,45-54,15,Volunteer activities,254542560,0.002337
210,male,45-54,16,Telephone calls,641557722,0.005889
210,male,45-54,18,Traveling,713916739,0.006554
210,male,55-64,01,Personal care (incl. sleep),104183787821,0.941209
210,male,55-64,02,Household activities,723677807,0.006538
210,male,55-64,05,Work and work-related activities,2395656731,0.021643
210,male,55-64,12,"Socializing, relaxing, and leisure",2581048531,0.023318
210,male,55-64,18,Traveling,557743403,0.005039
210,male,55-64,50,Insufficient detail,249543946,0.002254
210,male,65+,01,Personal care (incl. sleep),144521059030,0.967089
210,male,65+,02,Household activities,851713842,0.005699
210,male,65+,03,Caring for and helping household members,141362486,0.000946
210,male,65+,05,Work and work-related activities,44166205,0.000296
210,male,65+,11,Eating and drinking,399384575,0.002673
210,male,65+,12,"Socializing, relaxing, and leisure",2614202833,0.017493
210,male,65+,13,"Sports, exercise, and recreation",154178684,0.001032
210,male,65+,14,Religious and spiritual activities,185337109,0.00124
210,male,65+,18,Traveling,142528611,0.000954
210,male,65+,50,Insufficient detail,385344955,0.002579
210,female,15-24,01,Personal care (incl. sleep),116429855925,0.990228
210,female,15-24,02,Household activities,375467518,0.003193
210,female,15-24,03,Caring for and helping household members,20983394,0.000178
210,female,15-24,06,Education,199517604,0.001697
210,female,15-24,16,Telephone calls,463789959,0.003945
210,female,15-24,18,Traveling,89191166,0.000759
210,female,25-34,01,Personal care (incl. sleep),119888877575,0.978886
210,female,25-34,03,Caring for and helping household members,401337348,0.003277
210,female,25-34,05,Work and work-related activities,1104153500,0.009015
210,female,25-34,12,"Socializing, relaxing, and leisure",783189303,0.006395
210,female,25-34,16,Telephone calls,146632260,0.001197
210,female,25-34,18,Traveling,150676917,0.00123
210,female,35-44,01,Personal care (incl. sleep),118298717697,0.969414
210,female,35-44,02,Household activities,65640022,0.000538
210,female,35-44,03,Caring for and helping household members,45471053,0.000373
210,female,35-44,05,Work and work-related activities,2223721120,0.018223
210,female,35-44,12,"Socializing, relaxing, and leisure",1227785478,0.010061
210,female,35-44,18,Traveling,169888837,0.001392
210,female,45-54,01,Personal care (incl. sleep),106903282005,0.964456
210,female,45-54,02,Household activities,194104847,0.001751
210,female,45-54,03,Caring for and helping household members,70731163,0.000638
210,female,45-54,05,Work and work-related activities,959785792,0.008659
210,female,45-54,12,"Socializing, relaxing, and leisure",1897908204,0.017122
210,female,45-54,18,Traveling,174325792,0.001573
210,female,45-54,50,Insufficient detail,642974172,0.005801
210,female,55-64,01,Personal care (incl. sleep),112476356368,0.972984
210,female,55-64,02,Household activities,531646939,0.004599
210,female,55-64,05,Work and work-related activities,1037996543,0.008979
210,female,55-64,07,Consumer purchases,58511499,0.000506
210,female,55-64,11,Eating and drinking,273262864,0.002364
210,female,55-64,12,"Socializing, relaxing, and leisure",1085231836,0.009388
210,female,55-64,18,Traveling,136433571,0.00118
210,female,65+,01,Personal care (incl. sleep),173270998335,0.970483
210,female,65+,02,Household activities,553161360,0.003098
210,female,65+,03,Caring for and helping household members,71360315,0.0004
210,female,65+,05,Work and work-related activities,411406939,0.002304
210,female,65+,11,Eating and drinking,513734713,0.002877
210,female,65+,12,"Socializing, relaxing, and leisure",3030496362,0.016974
210,female,65+,14,Religious and spiritual activities,375608250,0.002104
210,female,65+,18,Traveling,15081393,0.000084
210,female,65+,50,Insufficient detail,299135908,0.001675
225,male,15-24,01,Personal care (incl. sleep),114497591396,0.952508
225,male,15-24,02,Household activities,578018102,0.004809
225,male,15-24,05,Work and work-related activities,1011644921,0.008416
225,male,15-24,12,"Socializing, relaxing, and leisure",3956602713,0.032915
225,male,15-24,16,Telephone calls,162607951,0.001353
225,male,25-34,01,Personal care (incl. sleep),118001324459,0.971773
225,male,25-34,02,Household activities,24334245,0.0002
225,male,25-34,05,Work and work-related activities,1133945690,0.009338
225,male,25-34,08,Professional and personal care services,352057341,0.002899
225,male,25-34,11,Eating and drinking,24334245,0.0002
225,male,25-34,12,"Socializing, relaxing, and leisure",1851241917,0.015245
225,male,25-34,50,Insufficient detail,41720826,0.000344
225,male,35-44,01,Personal care (incl. sleep),115709017661,0.960078
225,male,35-44,02,Household activities,80686787,0.000669
225,male,35-44,04,Caring for and helping nonhousehold members,108149741,0.000897
225,male,35-44,05,Work and work-related activities,1961448195,0.016275
225,male,35-44,12,"Socializing, relaxing, and leisure",1448051788,0.012015
225,male,35-44,18,Traveling,1147986823,0.009525
225,male,35-44,50,Insufficient detail,65108627,0.00054
225,male,45-54,01,Personal care (incl. sleep),103318365307,0.948445
225,male,45-54,02,Household activities,198373637,0.001821
225,male,45-54,05,Work and work-related activities,2456619794,0.022551
225,male,45-54,12,"Socializing, relaxing, and leisure",728624389,0.006689
225,male,45-54,13,"Sports, exercise, and recreation",163977656,0.001505
225,male,45-54,15,Volunteer activities,293702954,0.002696
225,male,45-54,16,Telephone calls,641557722,0.005889
225,male,45-54,18,Traveling,1133270444,0.010403
225,male,55-64,01,Personal care (incl. sleep),104404915516,0.943207
225,male,55-64,02,Household activities,641569934,0.005796
225,male,55-64,05,Work and work-related activities,2473879675,0.022349
225,male,55-64,12,"Socializing, relaxing, and leisure",2442028708,0.022062
225,male,55-64,13,"Sports, exercise, and recreation",37385559,0.000338
225,male,55-64,18,Traveling,442134900,0.003994
225,male,55-64,50,Insufficient detail,249543946,0.002254
225,male,65+,01,Personal care (incl. sleep),144196520008,0.964917
225,male,65+,02,Household activities,977429999,0.006541
225,male,65+,03,Caring for and helping household members,98918365,0.000662
225,male,65+,05,Work and work-related activities,44166205,0.000296
225,male,65+,11,Eating and drinking,254852998,0.001705
225,male,65+,12,"Socializing, relaxing, and leisure",3000001395,0.020075
225,male,65+,13,"Sports, exercise, and recreation",154178684,0.001032
225,male,65+,14,Religious and spiritual activities,185337109,0.00124
225,male,65+,18,Traveling,142528611,0.000954
225,male,65+,50,Insufficient detail,385344955,0.002579
225,female,15-24,01,Personal care (incl. sleep),116272456987,0.98889
225,female,15-24,02,Household activities,303937057,0.002585
225,female,15-24,03,Caring for and helping household members,47686974,0.000406
225,female,15-24,06,Education,199517604,0.001697
225,female,15-24,11,Eating and drinking,23843487,0.000203
225,female,15-24,13,"Sports, exercise, and recreation",178382331,0.001517
225,female,15-24,16,Telephone calls,463789959,0.003945
225,female,15-24,18,Traveling,89191166,0.000759
225,female,25-34,01,Personal care (incl. sleep),119993043514,0.979736
225,female,25-34,03,Caring for and helping household members,297171409,0.002426
225,female,25-34,05,Work and work-related activities,1120504370,0.009149
225,female,25-34,12,"Socializing, relaxing, and leisure",783189303,0.006395
225,female,25-34,16,Telephone calls,146632260,0.001197
225,female,25-34,18,Traveling,134326047,0.001097
225,female,35-44,01,Personal care (incl. sleep),118011541789,0.96706
225,female,35-44,02,Household activities,196920067,0.001614
225,female,35-44,05,Work and work-related activities,2223721120,0.018223
225,female,35-44,12,"Socializing, relaxing, and leisure",1273256531,0.010434
225,female,35-44,14,Religious and spiritual activities,155895863,0.001278
225,female,35-44,18,Traveling,169888837,0.001392
225,female,45-54,01,Personal care (incl. sleep),106903282005,0.964456
225,female,45-54,02,Household activities,194104847,0.001751
225,female,45-54,03,Caring for and helping household members,70731163,0.000638
225,female,45-54,05,Work and work-related activities,959785792,0.008659
225,female,45-54,12,"Socializing, relaxing, and leisure",1897908204,0.017122
225,female,45-54,18,Traveling,174325792,0.001573
225,female,45-54,50,Insufficient detail,642974172,0.005801
225,female,55-64,01,Personal care (incl. sleep),112451761460,0.972771
225,female,55-64,02,Household activities,531646939,0.004599
225,female,55-64,05,Work and work-related activities,1054288629,0.00912
225,female,55-64,07,Consumer purchases,58511499,0.000506
225,female,55-64,11,Eating and drinking,393404349,0.003403
225,female,55-64,12,"Socializing, relaxing, and leisure",1023786978,0.008856
225,female,55-64,18,Traveling,86039766,0.000744
225,female,65+,01,Personal care (incl. sleep),173561021590,0.972107
225,female,65+,02,Household activities,494722051,0.002771
225,female,65+,03,Caring for and helping household members,71360315,0.0004
225,female,65+,05,Work and work-related activities,411406939,0.002304
225,female,65+,11,Eating and drinking,558618672,0.003129
225,female,65+,12,"Socializing, relaxing, and leisure",2769109849,0.01551
225,female,65+,14,Religious and spiritual activities,375608250,0.002104
225,female,65+,50,Insufficient detail,299135908,0.001675
240,male,15-24,01,Personal care (incl. sleep),113211845100,0.941812
240,male,15-24,02,Household activities,812688114,0.006761
240,male,15-24,05,Work and work-related activities,1998157938,0.016623
240,male,15-24,06,Education,270589205,0.002251
240,male,15-24,12,"Socializing, relaxing, and leisure",2337395644,0.019445
240,male,15-24,13,"Sports, exercise, and recreation",1517425336,0.012623
240,male,15-24,18,Traveling,58363746,0.000486
240,male,25-34,01,Personal care (incl. sleep),112635117652,0.92758
240,male,25-34,02,Household activities,488970939,0.004027
240,male,25-34,03,Caring for and helping household members,436311845,0.003593
240,male,25-34,05,Work and work-related activities,2896578325,0.023854
240,male,25-34,11,Eating and drinking,24334245,0.0002
240,male,25-34,12,"Socializing, relaxing, and leisure",3075175143,0.025325
240,male,25-34,13,"Sports, exercise, and recreation",1038697201,0.008554
240,male,25-34,18,Traveling,529700193,0.004362
240,male,25-34,50,Insufficient detail,304073181,0.002504
240,male,35-44,01,Personal care (incl. sleep),112091145566,0.930059
240,male,35-44,02,Household activities,1033330077,0.008574
240,male,35-44,03,Caring for and helping household members,344025142,0.002854
240,male,35-44,05,Work and work-related activities,4863386906,0.040353
240,male,35-44,06,Education,236805382,0.001965
240,male,35-44,11,Eating and drinking,208351884,0.001729
240,male,35-44,12,"Socializing, relaxing, and leisure",397561301,0.003299
240,male,35-44,13,"Sports, exercise, and recreation",240970533,0.001999
240,male,35-44,14,Religious and spiritual activities,130680839,0.001084
240,male,35-44,18,Traveling,891883870,0.0074
240,male,35-44,50,Insufficient detail,82308121,0.000683
240,male,45-54,01,Personal care (incl. sleep),100017584617,0.918144
240,male,45-54,02,Household activities,1730406520,0.015885
240,male,45-54,05,Work and work-related activities,3814755958,0.035019
240,male,45-54,11,Eating and drinking,75751086,0.000695
240,male,45-54,12,"Socializing, relaxing, and leisure",2608589703,0.023946
240,male,45-54,13,"Sports, exercise, and recreation",163977656,0.001505
240,male,45-54,18,Traveling,160832577,0.001476
240,male,45-54,50,Insufficient detail,362593785,0.003329
240,male,55-64,01,Personal care (incl. sleep),99763974724,0.90128
240,male,55-64,02,Household activities,1013162865,0.009153
240,male,55-64,05,Work and work-related activities,3988446471,0.036032
240,male,55-64,11,Eating and drinking,1038021231,0.009378
240,male,55-64,12,"Socializing, relaxing, and leisure",3090091192,0.027916
240,male,55-64,13,"Sports, exercise, and recreation",187405578,0.001693
240,male,55-64,14,Religious and spiritual activities,190024375,0.001717
240,male,55-64,18,Traveling,933735372,0.008435
240,male,55-64,50,Insufficient detail,486596430,0.004396
240,male,65+,01,Personal care (incl. sleep),139540997176,0.933764
240,male,65+,02,Household activities,1976462978,0.013226
240,male,65+,05,Work and work-related activities,562438235,0.003764
240,male,65+,11,Eating and drinking,938141144,0.006278
240,male,65+,12,"Socializing, relaxing, and leisure",3880871740,0.02597
240,male,65+,13,"Sports, exercise, and recreation",483431174,0.003235
240,male,65+,14,Religious and spiritual activities,434369144,0.002907
240,male,65+,15,Volunteer activities,384872880,0.002575
240,male,65+,18,Traveling,1140518251,0.007632
240,male,65+,50,Insufficient detail,97175609,0.00065
240,female,15-24,01,Personal care (incl. sleep),112161319984,0.953925
240,female,15-24,02,Household activities,298027221,0.002535
240,female,15-24,03,Caring for and helping household members,333457462,0.002836
240,female,15-24,05,Work and work-related activities,1151923392,0.009797
240,female,15-24,07,Consumer purchases,35676466,0.000303
240,female,15-24,12,"Socializing, relaxing, and leisure",2827670821,0.024049
240,female,15-24,13,"Sports, exercise, and recreation",251588161,0.00214
240,female,15-24,18,Traveling,519142057,0.004415
240,female,25-34,01,Personal care (incl. sleep),113294526232,0.925043
240,female,25-34,02,Household activities,458273416,0.003742
240,female,25-34,03,Caring for and helping household members,3166379890,0.025853
240,female,25-34,05,Work and work-related activities,1140091222,0.009309
240,female,25-34,11,Eating and drinking,75633794,0.000618
240,female,25-34,12,"Socializing, relaxing, and leisure",3060265229,0.024987
240,female,25-34,13,"Sports, exercise, and recreation",224494165,0.001833
240,female,25-34,18,Traveling,670046373,0.005471
240,female,25-34,50,Insufficient detail,385156582,0.003145
240,female,35-44,01,Personal care (incl. sleep),116837255236,0.957437
240,female,35-44,02,Household activities,761355120,0.006239
240,female,35-44,03,Caring for and helping household members,1195528055,0.009797
240,female,35-44,05,Work and work-related activities,1593646033,0.013059
240,female,35-44,11,Eating and drinking,463504457,0.003798
240,female,35-44,12,"Socializing, relaxing, and leisure",652679277,0.005348
240,female,35-44,18,Traveling,425009490,0.003483
240,female,35-44,50,Insufficient detail,102246539,0.000838
240,female,45-54,01,Personal care (incl. sleep),106874272270,0.964194
240,female,45-54,02,Household activities,933048258,0.008418
240,female,45-54,03,Caring for and helping household members,188079996,0.001697
240,female,45-54,04,Caring for and helping nonhousehold members,55981132,0.000505
240,female,45-54,05,Work and work-related activities,1331204169,0.01201
240,female,45-54,06,Education,242347596,0.002186
240,female,45-54,11,Eating and drinking,256515363,0.002314
240,female,45-54,12,"Socializing, relaxing, and leisure",743496195,0.006708
240,female,45-54,14,Religious and spiritual activities,156644063,0.001413
240,female,45-54,18,Traveling,61522934,0.000555
240,female,55-64,01,Personal care (incl. sleep),107528821169,0.930185
240,female,55-64,02,Household activities,1216671637,0.010525
240,female,55-64,04,Caring for and helping nonhousehold members,732660360,0.006338
240,female,55-64,05,Work and work-related activities,1395244360,0.01207
240,female,55-64,11,Eating and drinking,544681252,0.004712
240,female,55-64,12,"Socializing, relaxing, and leisure",2176053485,0.018824
240,female,55-64,13,"Sports, exercise, and recreation",480607307,0.004158
240,female,55-64,14,Religious and spiritual activities,361301908,0.003125
240,female,55-64,15,Volunteer activities,383717826,0.003319
240,female,55-64,16,Telephone calls,171447257,0.001483
240,female,55-64,18,Traveling,608233059,0.005262
240,female,65+,01,Personal care (incl. sleep),169088629495,0.947058
240,female,65+,02,Household activities,2414802689,0.013525
240,female,65+,03,Caring for and helping household members,237281467,0.001329
240,female,65+,05,Work and work-related activities,217005575,0.001215
240,female,65+,07,Consumer purchases,75562663,0.000423
240,female,65+,08,Professional and personal care services,72460020,0.000406
240,female,65+,11,Eating and drinking,1205327326,0.006751
240,female,65+,12,"Socializing, relaxing, and leisure",3370563586,0.018878
240,female,65+,13,"Sports, exercise, and recreation",137925250,0.000773
240,female,65+,14,Religious and spiritual activities,610185911,0.003418
240,female,65+,16,Telephone calls,200941335,0.001125
240,female,65+,18,Traveling,677218506,0.003793
240,female,65+,50,Insufficient detail,233079751,0.001305
255,male,15-24,01,Personal care (incl. sleep),113482434305,0.944063
255,male,15-24,02,Household activities,812688114,0.006761
255,male,15-24,05,Work and work-related activities,1998157938,0.016623
255,male,15-24,12,"Socializing, relaxing, and leisure",2337395644,0.019445
255,male,15-24,13,"Sports, exercise, and recreation",1517425336,0.012623
255,male,15-24,18,Traveling,58363746,0.000486
255,male,25-34,01,Personal care (incl. sleep),112180343170,0.923835
255,male,25-34,02,Household activities,441447873,0.003635
255,male,25-34,03,Caring for and helping household members,381979565,0.003146
255,male,25-34,05,Work and work-related activities,2896578325,0.023854
255,male,25-34,11,Eating and drinking,235289910,0.001938
255,male,25-34,12,"Socializing, relaxing, and leisure",2932557792,0.02415
255,male,25-34,13,"Sports, exercise, and recreation",1038697201,0.008554
255,male,25-34,18,Traveling,1017991706,0.008383
255,male,25-34,50,Insufficient detail,304073181,0.002504
255,male,35-44,01,Personal care (incl. sleep),111740518176,0.92715
255,male,35-44,02,Household activities,788479167,0.006542
255,male,35-44,03,Caring for and helping household members,326222132,0.002707
255,male,35-44,05,Work and work-related activities,4863386906,0.040353
255,male,35-44,06,Education,236805382,0.001965
255,male,35-44,11,Eating and drinking,551374344,0.004575
255,male,35-44,12,"Socializing, relaxing, and leisure",503203909,0.004175
255,male,35-44,13,"Sports, exercise, and recreation",240970533,0.001999
255,male,35-44,14,Religious and spiritual activities,130680839,0.001084
255,male,35-44,18,Traveling,891883870,0.0074
255,male,35-44,50,Insufficient detail,246924364,0.002049
255,male,45-54,01,Personal care (incl. sleep),99443565798,0.912875
255,male,45-54,02,Household activities,1770868772,0.016256
255,male,45-54,05,Work and work-related activities,3984728085,0.036579
255,male,45-54,11,Eating and drinking,75751086,0.000695
255,male,45-54,12,"Socializing, relaxing, and leisure",2716357410,0.024936
255,male,45-54,13,"Sports, exercise, and recreation",163977656,0.001505
255,male,45-54,18,Traveling,416649309,0.003825
255,male,45-54,50,Insufficient detail,362593785,0.003329
255,male,55-64,01,Personal care (incl. sleep),98053686328,0.885829
255,male,55-64,02,Household activities,1530179387,0.013824
255,male,55-64,05,Work and work-related activities,3484287397,0.031477
255,male,55-64,11,Eating and drinking,1085710010,0.009808
255,male,55-64,12,"Socializing, relaxing, and leisure",4522366344,0.040856
255,male,55-64,13,"Sports, exercise, and recreation",187405578,0.001693
255,male,55-64,14,Religious and spiritual activities,265082080,0.002395
255,male,55-64,18,Traveling,849195860,0.007672
255,male,55-64,50,Insufficient detail,713545254,0.006446
255,male,65+,01,Personal care (incl. sleep),138469629272,0.926595
255,male,65+,02,Household activities,1664016793,0.011135
255,male,65+,05,Work and work-related activities,562438235,0.003764
255,male,65+,11,Eating and drinking,1475667496,0.009875
255,male,65+,12,"Socializing, relaxing, and leisure",4571064764,0.030588
255,male,65+,13,"Sports, exercise, and recreation",621509987,0.004159
255,male,65+,14,Religious and spiritual activities,434369144,0.002907
255,male,65+,15,Volunteer activities,384872880,0.002575
255,male,65+,18,Traveling,1158534150,0.007753
255,male,65+,50,Insufficient detail,97175609,0.00065
255,female,15-24,01,Personal care (incl. sleep),112257830877,0.954745
255,female,15-24,02,Household activities,274183734,0.002332
255,female,15-24,03,Caring for and helping household members,134995974,0.001148
255,female,15-24,05,Work and work-related activities,1151923392,0.009797
255,female,15-24,12,"Socializing, relaxing, and leisure",2827670821,0.024049
255,female,15-24,13,"Sports, exercise, and recreation",609279272,0.005182
255,female,15-24,18,Traveling,322921493,0.002746
255,female,25-34,01,Personal care (incl. sleep),113098807705,0.923445
255,female,25-34,02,Household activities,751024392,0.006132
255,female,25-34,03,Caring for and helping household members,2584332220,0.021101
255,female,25-34,05,Work and work-related activities,1140091222,0.009309
255,female,25-34,11,Eating and drinking,385977345,0.003151
255,female,25-34,12,"Socializing, relaxing, and leisure",3047216636,0.02488
255,female,25-34,13,"Sports, exercise, and recreation",224494165,0.001833
255,female,25-34,18,Traveling,857766636,0.007004
255,female,25-34,50,Insufficient detail,385156582,0.003145
255,female,35-44,01,Personal care (incl. sleep),116639948637,0.955821
255,female,35-44,02,Household activities,958661719,0.007856
255,female,35-44,03,Caring for and helping household members,1195528055,0.009797
255,female,35-44,05,Work and work-related activities,1593646033,0.013059
255,female,35-44,11,Eating and drinking,463504457,0.003798
255,female,35-44,12,"Socializing, relaxing, and leisure",652679277,0.005348
255,female,35-44,13,"Sports, exercise, and recreation",103905981,0.000851
255,female,35-44,18,Traveling,321103510,0.002631
255,female,35-44,50,Insufficient detail,102246539,0.000838
255,female,45-54,01,Personal care (incl. sleep),107022415576,0.965531
255,female,45-54,02,Household activities,670740834,0.006051
255,female,45-54,05,Work and work-related activities,1351711813,0.012195
255,female,45-54,06,Education,242347596,0.002186
255,female,45-54,11,Eating and drinking,256515363,0.002314
255,female,45-54,12,"Socializing, relaxing, and leisure",982258511,0.008862
255,female,45-54,14,Religious and spiritual activities,52214688,0.000471
255,female,45-54,18,Traveling,264907595,0.00239
